john23,swap,0.408,c4
john23,translation,0,c4
john23,synonym-0.4,0.818,c4
john23,copypaste-1-10,0.01392111369,c4
john23,copypaste-3-10,0.07424593968,c4
john23,copypaste-1-25,0.08816705336,c4
john23,copypaste-3-25,0.3480278422,c4
john23,ContractionAttack,0.864,c4
john23,ExpansionAttack,0.892,c4
john23,MisspellingAttack,0.78,c4
john23,dipper_l20_o0,0.512,c4
john23,dipper_l40_o0,0.3076923077,c4
john23,LowercaseAttack,0.75,c4
john23,TypoAttack,0.34,c4
john23,CLEAN,0.896,c4
xuandong23b,swap,0.8429003021,c4
xuandong23b,translation,1,c4
xuandong23b,synonym-0.4,0.75,c4
xuandong23b,copypaste-1-10,0.02479338843,c4
xuandong23b,copypaste-3-10,0.05371900826,c4
xuandong23b,copypaste-1-25,0.04958677686,c4
xuandong23b,copypaste-3-25,0.1900826446,c4
xuandong23b,ContractionAttack,0.790560472,c4
xuandong23b,ExpansionAttack,0.8228228228,c4
xuandong23b,MisspellingAttack,0.7549295775,c4
xuandong23b,dipper_l20_o0,0.6808510638,c4
xuandong23b,dipper_l40_o0,0.594095941,c4
xuandong23b,LowercaseAttack,0.6966966967,c4
xuandong23b,TypoAttack,0.3571428571,c4
xuandong23b,CLEAN,0.8138138138,c4
aiwei23,swap,0.388,c4
aiwei23,translation,0,c4
aiwei23,synonym-0.4,0.512,c4
aiwei23,copypaste-1-10,0.004662004662,c4
aiwei23,copypaste-3-10,0.002331002331,c4
aiwei23,copypaste-1-25,0.002331002331,c4
aiwei23,copypaste-3-25,0.006993006993,c4
aiwei23,ContractionAttack,0.502,c4
aiwei23,ExpansionAttack,0.598,c4
aiwei23,MisspellingAttack,0.392,c4
aiwei23,dipper_l20_o0,0.33,c4
aiwei23,dipper_l40_o0,0.3144016227,c4
aiwei23,LowercaseAttack,0.494,c4
aiwei23,TypoAttack,0.018,c4
aiwei23,CLEAN,0.588,c4
rohith23,swap,0.3326488706,c4
rohith23,translation,0,c4
rohith23,synonym-0.4,0.738,c4
rohith23,copypaste-1-10,0.02108433735,c4
rohith23,copypaste-3-10,0.04518072289,c4
rohith23,copypaste-1-25,0.04518072289,c4
rohith23,copypaste-3-25,0.3072289157,c4
rohith23,ContractionAttack,0.7354709419,c4
rohith23,ExpansionAttack,0.7252525253,c4
rohith23,MisspellingAttack,0.824,c4
rohith23,dipper_l20_o0,0.4285714286,c4
rohith23,dipper_l40_o0,0.2840095465,c4
rohith23,LowercaseAttack,0.622,c4
rohith23,TypoAttack,0.888,c4
rohith23,CLEAN,0.7898989899,c4
xiaoniu23,swap,0.016,c4
xiaoniu23,translation,0,c4
xiaoniu23,synonym-0.4,0.614,c4
xiaoniu23,copypaste-1-10,0,c4
xiaoniu23,copypaste-3-10,0,c4
xiaoniu23,copypaste-1-25,0,c4
xiaoniu23,copypaste-3-25,0.021875,c4
xiaoniu23,ContractionAttack,0.926,c4
xiaoniu23,ExpansionAttack,0.94,c4
xiaoniu23,MisspellingAttack,0.65,c4
xiaoniu23,dipper_l20_o0,0.1291028446,c4
xiaoniu23,dipper_l40_o0,0.03286384977,c4
xiaoniu23,LowercaseAttack,0.512,c4
xiaoniu23,TypoAttack,0.03,c4
xiaoniu23,CLEAN,0.946,c4
aiwei23b,swap,0.076,c4
aiwei23b,translation,0,c4
aiwei23b,synonym-0.4,0.064,c4
aiwei23b,copypaste-1-10,0.034,c4
aiwei23b,copypaste-3-10,0.026,c4
aiwei23b,copypaste-1-25,0.042,c4
aiwei23b,copypaste-3-25,0.048,c4
aiwei23b,ContractionAttack,0.066,c4
aiwei23b,ExpansionAttack,0.078,c4
aiwei23b,MisspellingAttack,0.05,c4
aiwei23b,dipper_l20_o0,0.034,c4
aiwei23b,dipper_l40_o0,0.056,c4
aiwei23b,LowercaseAttack,0.078,c4
aiwei23b,TypoAttack,0.01,c4
aiwei23b,CLEAN,0.566,c4
scott22,swap,0.6428571429,c4
scott22,translation,1,c4
scott22,synonym-0.4,0.9894291755,c4
scott22,copypaste-1-10,0.05846153846,c4
scott22,copypaste-3-10,0.2276923077,c4
scott22,copypaste-1-25,0.2861538462,c4
scott22,copypaste-3-25,0.8246153846,c4
scott22,ContractionAttack,0.9957264957,c4
scott22,ExpansionAttack,0.9957264957,c4
scott22,MisspellingAttack,0.9874476987,c4
scott22,dipper_l20_o0,0.8625,c4
scott22,dipper_l40_o0,0.5923076923,c4
scott22,LowercaseAttack,0.9594882729,c4
scott22,TypoAttack,0.556,c4
scott22,CLEAN,0.9957264957,c4
john23,swap,0.148,hc3
john23,translation,0,hc3
john23,synonym-0.4,0.42,hc3
john23,copypaste-1-10,0.008,hc3
john23,copypaste-3-10,0.026,hc3
john23,copypaste-1-25,0.022,hc3
john23,copypaste-3-25,0.118,hc3
john23,ContractionAttack,0.532,hc3
john23,ExpansionAttack,0.552,hc3
john23,MisspellingAttack,0.382,hc3
john23,dipper_l20_o0,0.216,hc3
john23,dipper_l40_o0,0.086,hc3
john23,LowercaseAttack,0.428,hc3
john23,TypoAttack,0.134,hc3
john23,CLEAN,0.564,hc3
xuandong23b,swap,0.034,hc3
xuandong23b,translation,0,hc3
xuandong23b,synonym-0.4,0.022,hc3
xuandong23b,copypaste-1-10,0,hc3
xuandong23b,copypaste-3-10,0,hc3
xuandong23b,copypaste-1-25,0,hc3
xuandong23b,copypaste-3-25,0.002,hc3
xuandong23b,ContractionAttack,0.016,hc3
xuandong23b,ExpansionAttack,0.032,hc3
xuandong23b,MisspellingAttack,0.016,hc3
xuandong23b,dipper_l20_o0,0.028,hc3
xuandong23b,dipper_l40_o0,0.028,hc3
xuandong23b,LowercaseAttack,0.016,hc3
xuandong23b,TypoAttack,0.012,hc3
xuandong23b,CLEAN,0.026,hc3
aiwei23,swap,0.426,hc3
aiwei23,translation,1,hc3
aiwei23,synonym-0.4,0.428,hc3
aiwei23,copypaste-1-10,0.096,hc3
aiwei23,copypaste-3-10,0.11,hc3
aiwei23,copypaste-1-25,0.086,hc3
aiwei23,copypaste-3-25,0.194,hc3
aiwei23,ContractionAttack,0.508,hc3
aiwei23,ExpansionAttack,0.634,hc3
aiwei23,MisspellingAttack,0.422,hc3
aiwei23,dipper_l20_o0,0.432,hc3
aiwei23,dipper_l40_o0,0.352,hc3
aiwei23,LowercaseAttack,0.422,hc3
aiwei23,TypoAttack,0.176,hc3
aiwei23,CLEAN,0.53,hc3
rohith23,swap,1,hc3
rohith23,translation,0.5866666667,hc3
rohith23,synonym-0.4,1,hc3
rohith23,copypaste-1-10,0.332,hc3
rohith23,copypaste-3-10,0.984,hc3
rohith23,copypaste-1-25,0.966,hc3
rohith23,copypaste-3-25,1,hc3
rohith23,ContractionAttack,1,hc3
rohith23,ExpansionAttack,1,hc3
rohith23,MisspellingAttack,1,hc3
rohith23,dipper_l20_o0,0.7536764706,hc3
rohith23,dipper_l40_o0,0.4460431655,hc3
rohith23,LowercaseAttack,1,hc3
rohith23,TypoAttack,1,hc3
rohith23,CLEAN,1,hc3
xiaoniu23,swap,0.028,hc3
xiaoniu23,translation,0,hc3
xiaoniu23,synonym-0.4,0.114,hc3
xiaoniu23,copypaste-1-10,0.002,hc3
xiaoniu23,copypaste-3-10,0.01,hc3
xiaoniu23,copypaste-1-25,0.018,hc3
xiaoniu23,copypaste-3-25,0.028,hc3
xiaoniu23,ContractionAttack,0.53,hc3
xiaoniu23,ExpansionAttack,0.558,hc3
xiaoniu23,MisspellingAttack,0.158,hc3
xiaoniu23,dipper_l20_o0,0.052,hc3
xiaoniu23,dipper_l40_o0,0.056,hc3
xiaoniu23,LowercaseAttack,0.282,hc3
xiaoniu23,TypoAttack,0.026,hc3
xiaoniu23,CLEAN,0.656,hc3
aiwei23b,swap,0.308,hc3
aiwei23b,translation,0.2222222222,hc3
aiwei23b,synonym-0.4,0.332,hc3
aiwei23b,copypaste-1-10,0.034,hc3
aiwei23b,copypaste-3-10,0.052,hc3
aiwei23b,copypaste-1-25,0.046,hc3
aiwei23b,copypaste-3-25,0.12,hc3
aiwei23b,ContractionAttack,0.378,hc3
aiwei23b,ExpansionAttack,0.43,hc3
aiwei23b,MisspellingAttack,0.306,hc3
aiwei23b,dipper_l20_o0,0.224,hc3
aiwei23b,dipper_l40_o0,0.156,hc3
aiwei23b,LowercaseAttack,0.362,hc3
aiwei23b,TypoAttack,0.104,hc3
aiwei23b,CLEAN,0.408,hc3
scott22,swap,0.998,hc3
scott22,translation,0.6690140845,hc3
scott22,synonym-0.4,1,hc3
scott22,copypaste-1-10,0.306,hc3
scott22,copypaste-3-10,0.976,hc3
scott22,copypaste-1-25,0.964,hc3
scott22,copypaste-3-25,1,hc3
scott22,ContractionAttack,1,hc3
scott22,ExpansionAttack,1,hc3
scott22,MisspellingAttack,1,hc3
scott22,dipper_l20_o0,0.4565217391,hc3
scott22,dipper_l40_o0,0.1734317343,hc3
scott22,LowercaseAttack,0.998,hc3
scott22,TypoAttack,0.998,hc3
scott22,CLEAN,1,hc3