john23,swap,0.874,c4
john23,synonym-0.4,0.996,c4
john23,copypaste-1-10,0.034,c4
john23,copypaste-3-10,0.176,c4
john23,copypaste-1-25,0.126,c4
john23,copypaste-3-25,0.836,c4
john23,ContractionAttack,0.994,c4
john23,ExpansionAttack,0.994,c4
john23,MisspellingAttack,0.992,c4
john23,dipper_l20_o0,0.952,c4
john23,dipper_l40_o0,0.858,c4
john23,LowercaseAttack,0.984,c4
john23,TypoAttack,0.788,c4
john23,CLEAN,0.992,c4
xuandong23b,swap,0.9558823529,c4
xuandong23b,synonym-0.4,0.9645833333,c4
xuandong23b,copypaste-1-10,0.1305361305,c4
xuandong23b,copypaste-3-10,0.2191142191,c4
xuandong23b,copypaste-1-25,0.192,c4
xuandong23b,copypaste-3-25,0.534,c4
xuandong23b,ContractionAttack,0.9625,c4
xuandong23b,ExpansionAttack,0.9645833333,c4
xuandong23b,MisspellingAttack,0.95625,c4
xuandong23b,dipper_l20_o0,0.94,c4
xuandong23b,dipper_l40_o0,0.916,c4
xuandong23b,LowercaseAttack,0.8791666667,c4
xuandong23b,TypoAttack,0.8838174274,c4
xuandong23b,CLEAN,0.964,c4
aiwei23,swap,0.6666666667,c4
aiwei23,synonym-0.4,0.7635270541,c4
aiwei23,copypaste-1-10,0.04988662132,c4
aiwei23,copypaste-3-10,0.07256235828,c4
aiwei23,copypaste-1-25,0.242,c4
aiwei23,copypaste-3-25,0.45,c4
aiwei23,ContractionAttack,0.7715430862,c4
aiwei23,ExpansionAttack,0.8136272545,c4
aiwei23,MisspellingAttack,0.6953907816,c4
aiwei23,dipper_l20_o0,0.296,c4
aiwei23,dipper_l40_o0,0.05743243243,c4
aiwei23,LowercaseAttack,0.6853707415,c4
aiwei23,TypoAttack,0.3547094188,c4
aiwei23,CLEAN,0.776,c4
rohith23,swap,0.9509803922,c4
rohith23,synonym-0.4,0.9903614458,c4
rohith23,copypaste-1-10,0.09418282548,c4
rohith23,copypaste-3-10,0.3961218837,c4
rohith23,copypaste-1-25,0.43,c4
rohith23,copypaste-3-25,0.974,c4
rohith23,ContractionAttack,0.9927710843,c4
rohith23,ExpansionAttack,0.9927710843,c4
rohith23,MisspellingAttack,0.9928057554,c4
rohith23,dipper_l20_o0,0.988,c4
rohith23,dipper_l40_o0,0.962,c4
rohith23,LowercaseAttack,0.9831325301,c4
rohith23,TypoAttack,0.9612756264,c4
rohith23,CLEAN,0.996,c4
xiaoniu23,swap,0.03,c4
xiaoniu23,synonym-0.4,0.992,c4
xiaoniu23,copypaste-1-10,0.002304147465,c4
xiaoniu23,copypaste-3-10,0.009216589862,c4
xiaoniu23,copypaste-1-25,0.04838709677,c4
xiaoniu23,copypaste-3-25,0.4101382488,c4
xiaoniu23,ContractionAttack,1,c4
xiaoniu23,ExpansionAttack,1,c4
xiaoniu23,MisspellingAttack,0.996,c4
xiaoniu23,dipper_l20_o0,0.4607645875,c4
xiaoniu23,dipper_l40_o0,0.1486761711,c4
xiaoniu23,LowercaseAttack,0.946,c4
xiaoniu23,TypoAttack,0.088,c4
xiaoniu23,CLEAN,1,c4
aiwei23b,swap,0.932,c4
aiwei23b,synonym-0.4,0.936,c4
aiwei23b,copypaste-1-10,0.138,c4
aiwei23b,copypaste-3-10,0.21,c4
aiwei23b,copypaste-1-25,0.178,c4
aiwei23b,copypaste-3-25,0.466,c4
aiwei23b,ContractionAttack,0.954,c4
aiwei23b,ExpansionAttack,0.954,c4
aiwei23b,MisspellingAttack,0.904,c4
aiwei23b,dipper_l20_o0,0.9021164021,c4
aiwei23b,dipper_l40_o0,0.8143712575,c4
aiwei23b,LowercaseAttack,0.886,c4
aiwei23b,TypoAttack,0.566,c4
aiwei23b,CLEAN,0.954,c4
scott22,swap,0.92,c4
scott22,synonym-0.4,0.996,c4
scott22,copypaste-1-10,0.1804979253,c4
scott22,copypaste-3-10,0.5892116183,c4
scott22,copypaste-1-25,0.6203319502,c4
scott22,copypaste-3-25,0.9917012448,c4
scott22,ContractionAttack,0.998,c4
scott22,ExpansionAttack,0.998,c4
scott22,MisspellingAttack,1,c4
scott22,dipper_l20_o0,0.9708939709,c4
scott22,dipper_l40_o0,0.847311828,c4
scott22,LowercaseAttack,0.988,c4
scott22,TypoAttack,0.852,c4
scott22,CLEAN,0.998,c4
john23,swap,0.452173913,hc3
john23,translation,0,hc3
john23,synonym-0.4,0.8497854077,hc3
john23,copypaste-1-10,0.1262886598,hc3
john23,copypaste-3-10,0.3144329897,hc3
john23,copypaste-1-25,0.3453608247,hc3
john23,copypaste-3-25,0.4768041237,hc3
john23,ContractionAttack,0.8519313305,hc3
john23,ExpansionAttack,0.9184549356,hc3
john23,MisspellingAttack,0.7803837953,hc3
john23,dipper_l20_o0,0.6192468619,hc3
john23,dipper_l40_o0,0.4827586207,hc3
john23,LowercaseAttack,0.7789699571,hc3
john23,TypoAttack,0.2597137014,hc3
john23,CLEAN,0.9356223176,hc3
xuandong23b,swap,0.9920948617,hc3
xuandong23b,translation,1,hc3
xuandong23b,synonym-0.4,0.976,hc3
xuandong23b,copypaste-1-10,0.402,hc3
xuandong23b,copypaste-3-10,0.438,hc3
xuandong23b,copypaste-1-25,0.422,hc3
xuandong23b,copypaste-3-25,0.778,hc3
xuandong23b,ContractionAttack,0.992,hc3
xuandong23b,ExpansionAttack,0.994,hc3
xuandong23b,MisspellingAttack,0.99,hc3
xuandong23b,dipper_l20_o0,0.8714285714,hc3
xuandong23b,dipper_l40_o0,0.8163265306,hc3
xuandong23b,LowercaseAttack,0.976,hc3
xuandong23b,TypoAttack,0.96,hc3
xuandong23b,CLEAN,0.996,hc3
aiwei23,swap,0.436,hc3
aiwei23,translation,0,hc3
aiwei23,synonym-0.4,0.478,hc3
aiwei23,copypaste-1-10,0.314,hc3
aiwei23,copypaste-3-10,0.328,hc3
aiwei23,copypaste-1-25,0.328,hc3
aiwei23,copypaste-3-25,0.342,hc3
aiwei23,ContractionAttack,0.382,hc3
aiwei23,ExpansionAttack,0.398,hc3
aiwei23,MisspellingAttack,0.596,hc3
aiwei23,dipper_l20_o0,0.3170028818,hc3
aiwei23,dipper_l40_o0,0.2435530086,hc3
aiwei23,LowercaseAttack,0.454,hc3
aiwei23,TypoAttack,0.278,hc3
aiwei23,CLEAN,0.368,hc3
rohith23,swap,1,hc3
rohith23,translation,1,hc3
rohith23,synonym-0.4,1,hc3
rohith23,copypaste-1-10,0.251497006,hc3
rohith23,copypaste-3-10,0.622754491,hc3
rohith23,copypaste-1-25,0.5748502994,hc3
rohith23,copypaste-3-25,0.9580838323,hc3
rohith23,ContractionAttack,1,hc3
rohith23,ExpansionAttack,1,hc3
rohith23,MisspellingAttack,1,hc3
rohith23,dipper_l20_o0,1,hc3
rohith23,dipper_l40_o0,0.9846153846,hc3
rohith23,LowercaseAttack,1,hc3
rohith23,TypoAttack,0.9926470588,hc3
rohith23,CLEAN,1,hc3
xiaoniu23,swap,0,hc3
xiaoniu23,translation,0,hc3
xiaoniu23,synonym-0.4,1,hc3
xiaoniu23,copypaste-1-10,0,hc3
xiaoniu23,copypaste-3-10,0,hc3
xiaoniu23,copypaste-1-25,0,hc3
xiaoniu23,copypaste-3-25,0,hc3
xiaoniu23,ContractionAttack,1,hc3
xiaoniu23,ExpansionAttack,1,hc3
xiaoniu23,MisspellingAttack,1,hc3
xiaoniu23,dipper_l20_o0,0,hc3
xiaoniu23,dipper_l40_o0,0,hc3
xiaoniu23,LowercaseAttack,1,hc3
xiaoniu23,TypoAttack,0,hc3
xiaoniu23,CLEAN,1,hc3
aiwei23b,swap,0.9064327485,hc3
aiwei23b,translation,1,hc3
aiwei23b,synonym-0.4,0.8976034858,hc3
aiwei23b,copypaste-1-10,0.2791878173,hc3
aiwei23b,copypaste-3-10,0.3527918782,hc3
aiwei23b,copypaste-1-25,0.3147208122,hc3
aiwei23b,copypaste-3-25,0.5634517766,hc3
aiwei23b,ContractionAttack,0.8997821351,hc3
aiwei23b,ExpansionAttack,0.9019607843,hc3
aiwei23b,MisspellingAttack,0.8347826087,hc3
aiwei23b,dipper_l20_o0,0.7337662338,hc3
aiwei23b,dipper_l40_o0,0.7222222222,hc3
aiwei23b,LowercaseAttack,0.8427947598,hc3
aiwei23b,TypoAttack,0.5888650964,hc3
aiwei23b,CLEAN,0.9019607843,hc3
scott22,swap,0.9726027397,hc3
scott22,translation,0,hc3
scott22,synonym-0.4,1,hc3
scott22,copypaste-1-10,0.6,hc3
scott22,copypaste-3-10,0.8272727273,hc3
scott22,copypaste-1-25,0.8090909091,hc3
scott22,copypaste-3-25,1,hc3
scott22,ContractionAttack,1,hc3
scott22,ExpansionAttack,1,hc3
scott22,MisspellingAttack,1,hc3
scott22,dipper_l20_o0,0.9919354839,hc3
scott22,dipper_l40_o0,0.9344262295,hc3
scott22,LowercaseAttack,1,hc3
scott22,TypoAttack,0.9672897196,hc3
scott22,CLEAN,1,hc3
john23,translation,0.256,c4
xuandong23b,translation,0.34591194968553457,c4
aiwei23,translation,0.044,c4
rohith23,translation,0.01,c4
xiaoniu23,translation,0.092,c4
aiwei23b,translation,0.068,c4
scott22,translation,0.812,c4
